title,year,department,award,film,img_link,film_link,Original title,Directed by,Country,Year of production,Running time,Category,Techniques used,Version,Process,Target public,Production,Distribution,Artistic direction,Script,Graphics,Storyboard,Layout,Animation,Compositing,Music,Sound,Editing,Overview,Voice,Sets,Camera,Other credits,Based on
Awards,2016,TV and commissioned films,Jury Award for a TV Special,La Rentrée des classes,https://www.annecy.org/resources/images/m/20161539_1.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20161539,La Rentrée des classes,"Stéphane AUBIER, Vincent PATAR","Belgium, France",2016,26 min,TV special,animated objects,Version originale française sous-titrée anglais,Colour,"Teens, Adults, Kids, Family, Young adults, Preschool","PANIQUE SPRL, Vincent TAVIER, AUTOUR DE MINUIT, Nicolas SCHMERKIN, BEAST ANIMATION, Ben TESSEUR","AUTOUR DE MINUIT, Nicolas SCHMERKIN",,,,,,,,,,,"Cowboy and Indian are all ready to take off on an extravagant luxury cruise, but there's just one catch: they totally forgot that today's the first day of school! So long exotic islands.",,,,,
Awards,2016,TV and commissioned films,Jury Award for a TV Series,"Lili ""Lili Loves Food""",https://www.annecy.org/resources/images/m/20160369_3.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20160369,"Lili ""Lili Loves Food""",Siri MELCHIOR,"Denmark, United Kingdom",2015,03 min 32 s,TV serie,"cut-outs, 2D computer",Version originale anglaise sous-titrée français,Colour,Preschool,"DANSK TEGNEFILM, Marie BRO","DANSK TEGNEFILM, Marie BRO",Siri Melchior,Kim Fupz Aakeson,Siri Melchior,Siri Melchior,,"Mark Nute, Robin Deller",Siri Melchior,Tanera Dawkins,Niels Arild,,"To some people, Lili seems small. But they're wrong. Lili is big enough to do lots of things and she tries to do more than she's allowed to. You never know what can happen, because Lili has her own way.",Holly Skinner,,,,"""Lili"", Kim Fupz Aakeson"
Awards,2016,TV and commissioned films,Cristal for a Commissioned Film,"The New York Times ""Modern Love - A Kiss, Deferred""",https://www.annecy.org/resources/images/m/20162375_3.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20162375,"The New York Times ""Modern Love - A Kiss, Deferred""",MOTH STUDIO,United Kingdom,2015,03 min 46 s,Advertising film,2D computer,Version originale anglaise,Colour,Adults,Nicholas VAN DER KOLK,,,Nikolina Kulidzan,,,,"Marcus Armitage, Marie-Margaux Tsakiri-Scanatovits, Claudio  Salas, Eamonn O'Neill, Noriko Ishibe, Jonathan Djob Nkondo, Joe Bichard",,,Nicholas Van der Kolk,,"Our contribution to The New York Times' ""Modern Love"" column, based on a true story written by Nikolina Kulidzan.",Nikolina Kulidzan,,,,
Awards,2016,TV and commissioned films,Jury Award,Awesome Beetle's Colors,https://www.annecy.org/resources/images/m/20160604_3.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20160604,Awesome Beetle's Colors,Indra SPROGE,Latvia,2016,02 min 57 s,"Educational, scientific or industrial film",clay,Version originale anglaise,Colour,,"INFINITY BOX, Janis ZARZECKIS",,,,,,,Marina Trede,,Renars Kaupers,Egons Kronbergs,,A nearly impossible story supported by a catchy melody guides us through the ABCs: Awesome Beetles Color Dirty Elephant. Five Gorgeous Hippos Inspire...,,,Martins Vela,,
Awards,2016,Graduation films,Cristal for a Graduation Film,Depart at 22,https://www.annecy.org/resources/images/m/20160229_3.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20160229,Depart at 22,Wiep TEEUWISSE,Netherlands,2015,03 min 56 s,Graduation film,"drawing on paper, cut-outs",Sans dialogue ni commentaire,Colour,"Adults, Young adults","HKU - UNIVERSITY OF THE ARTS UTRECHT (HOGESCHOOL VOOR DE KUNSTEN), Wiep TEEUWISSE","SOME SHORTS, Wouter JANSEN",,Wiep Teeuwisse,Wiep Teeuwisse,,,Wiep Teeuwisse,,Gerjan Piksen,Gerjan Piksen,Wiep Teeuwisse,On growing old and the fear of losing the beauty of youth.,,,,,
Awards,2016,Graduation films,Jury Award,Balkon,https://www.annecy.org/resources/images/m/20162402_3.png,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20162402,Balkon,David DELL'EDERA,Hungary,2015,06 min 18 s,Graduation film,"2D/3D computer, photos",Sans dialogue ni commentaire,Colour,"Adults, Young adults","UMBRELLA COLLECTIVE, Péter CSORNAY, BUDAPEST METROPOLITAN UNIVERSITY, Éva M. TOTH",,David Dell'Edera,,,,,"Virág Kiss, Bálint Bayer, David Dell'Edera, Tamás Borján",,Eszter Kovács,Tamás Zányi,"David Dell'Edera, Brigitta Bacskai",Everyone does what they want. The people in this film are not yet sure what they want to do.,,,,,
Awards,2016,Graduation films,Jury Distinction,Frankfurter Str. 99a,https://www.annecy.org/resources/images/m/20161225_3.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20161225,Frankfurter Str. 99a,Evgenia GOSTRER,Germany,2016,04 min 59 s,Graduation film,"clay, paint on glass",Version originale anglaise,Colour,"Teens, Adults, Kids, Family, Young adults, Preschool","HOCHSCHULE FÜR KUNST UND GESTALTUNG / SCHOOL OF ART AND DESIGN KASSEL, Evgenia GOSTRER",,Evgenia Gostrer,Evgenia Gostrer,,,,Evgenia Gostrer,"Evgenia Gostrer, Florian Maubach",Michael Tuttle,"Tobias Boehm, Christian Wittmoser",,A garbage man on his daily routine. A cat walking through the streets. A meeting during the lunch break.,Johannes Rieder,,,,
Awards,2016,Special Prizes,André-Martin Award for a 2015 French Feature Film,Adama,https://www.annecy.org/resources/images/m/20151040.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20151040,Adama,Simon ROUBY,France,2015,01 h 22 min,Feature film,"powder animation, special effects,  2D/3D computer, diverse techniques",Version originale française sous-titrée anglais,Colour,"Teens, Adults, Kids, Young adults","Philippe AIGLE, NAIA PRODUCTIONS, Séverine LATHUILLIERE, PIPANGAÏ PRODUCTION","OCEAN FILMS DISTRIBUTION, Gregory OUANICHE",,"Simon Rouby, Julien Lilti",,"Jeanne Irzenski-Gueye, Louis Tardivier, Davy Durand",Clément Richard,"Jeanne Gueye, Romain Vacher, Bénédicte Galup, Gregory Naud","Jean-Marc Lepretre, Dimitry Lucy",Pablo Pico,Yan Volsy,Jean-Baptiste Alazard,"12-year-old Adama lives in a remote village in West Africa. Out beyond the cliffs lies the Land of Breaths, peopled by wicked war-hungry spirits. When his big brother suddenly vanishes from the village, Adama decides to go look for him. Full of desperation and childish innocence, he will traverse Europe at war. The love that he has for his brother will lead to an unexpected end to his journey.","Azize Diabate, Oxmo Puccino, Pascal Nzonzi","Alice Dieudonné, Remi Salmont",,,
Awards,2016,Special Prizes,FIPRESCI Award,"How Long, Not Long",https://www.annecy.org/resources/images/m/20160017_3.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20160017,"How Long, Not Long","Michelle KRANOT, Uri KRANOT",Denmark,2016,05 min 30 s,Short film,"drawing on film, rotoscope",Version originale anglaise sous-titrée français,Colour,"Teens, Adults","Michelle KRANOT, Uri KRANOT, DANSK TEGNEFILM, Marie BRO, THE ANIMATION WORKSHOP, Tim (Timothy Guy) LEBORGNE",,"Michelle Kranot, Uri Kranot","Michelle Kranot, Uri Kranot, Erik Gandini","Michelle Kranot, Uri Kranot","Michelle Kranot, Uri Kranot","Michelle Kranot, Uri Kranot","Michelle Kranot, Uri Kranot, Marine Duchet, Karsten Hoop","Michelle Kranot, Uri Kranot",Uri Kranot,Thomas Richard Christensen,"Michelle Kranot, Uri Kranot","A visual journey that challenges us to think about a universal belonging that doesn't confine itself to a city, region or national boundary in an age where xenophobia, nationalism and intolerance are ubiquitous.",,,,,
Awards,2016,Special Prizes,Junior Jury Award for a Short Film,"Vaysha, l'aveugle",https://www.annecy.org/resources/images/m/20161117_3.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20161117,"Vaysha, l'aveugle",Theodore USHEV,Canada,2016,08 min,Short film,2D computer,Version originale française sous-titrée anglais,Colour,"Adults, Young adults","ONF - OFFICE NATIONAL DU FILM DU CANADA, Marc BERTRAND","ONF - OFFICE NATIONAL DU FILM DU CANADA, Lorne PRICE",,,,,,,,,Olivier Calvert,,"Vaysha is not like other little girls. Her left eye only sees the past and her right, only the future. People call her ""Blind Vaysha"".",Caroline Dhavernas,,,,"""Blind Vaysha"", Georgi Gospodinov"
Awards,2016,Special Prizes,Festivals Connexion Jury Distinction – Région Auvergne-Rhône-Alpe s /  In partnership with Lumières Numériques & Pilon Cinéma,Moms on Fire,https://www.annecy.org/resources/images/m/20161229_3.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20161229,Moms on Fire,Joanna RYTEL,Sweden,2016,12 min 49 s,Short film,clay,Version originale suédoise sous-titrée anglais ou français,Colour,"Adults, Young adults","ALTOFILM AB, Alberto HERSKOVITS","SWEDISH FILM INSTITUTE, Theo TSAPPOS",,,,,,,,,,,"What's it like to be massively pregnant with only four days until you're due to pop? You'd like to jerk off but can't even reach, your boyfriend is fucking boring and you just want to have some fun.",,,,,
Awards,2016,Special Prizes,André-Martin Award for a French Short Film,Peripheria,https://www.annecy.org/resources/images/m/20161260_1.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20161260,Peripheria,David COQUARD-DASSAULT,France,2015,12 min 20 s,Short film,2D/3D computer,Sans dialogue ni commentaire,Colour,"Teens, Adults, Young adults","AUTOUR DE MINUIT, Nicolas SCHMERKIN, SCHMUBY PRODUCTIONS, Thibaut RUBY","AUTOUR DE MINUIT, Nicolas SCHMERKIN",,"Patricia Valeix, David Coquard Dassault",,,,"Emmanuel Linderer, Florian Durand, Hervé Barberau, Jeanne-Sylvette Giraud, Nicolas Guilloteau, Manuel Raïs, Christophe Seux, Cyril Costa, Paul Szajner",,Christophe Heral,,David Coquard-Dassault,"A journey into the heart of a large slum that's been abandoned, portraying an urban landscape gone wild: a modern Pompeii where the wind blows and dogs roam amongst the remains of human life.",,,,,
Awards,2016,Special Prizes,Junior Jury Award for a Graduation Film,The Alan Dimension,https://www.annecy.org/resources/images/m/20161682_3.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20161682,The Alan Dimension,Jac CLINCH,United Kingdom,2016,08 min,Graduation film,2D computer,Version originale anglaise,Colour,Family,"NFTS - NATIONAL FILM AND TELEVISION SCHOOL, Millie MARSH",,,,,,,,,,,,"Alan Brown uses divine powers of precognition to foresee the fate of mankind and breakfast. Meanwhile, Wendy has had enough of being married to ""the next step in cognitive evolution"".",,,,,
Awards,2016,Special Prizes,"""CANAL+ Creative Aid"" Award for a Short Film",3/4 oz,https://www.annecy.org/resources/images/m/20161834_2.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20161834,3/4 oz,"Pierre GRILLÈRE, Romain PEYRONNET",France,2015,06 min 43 s,Graduation film,3D computer,Version originale française sous-titrée anglais,Colour,"Teens, Adults, Young adults","EMCA - ÉCOLE DES MÉTIERS DU CINÉMA D'ANIMATION, Christian ARNAU",,,,,,,,,Pierre Feyfant,Guillaume David,,"In a plastic world, a man wants to fix his stomach, but perhaps the problem lies elsewhere.",,,,,
Awards,2016,Special Prizes,"Best Original Music Award for a Short Film, sponsored by the SACEM",Beast!,https://www.annecy.org/resources/images/m/20161898_2.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20161898,Beast!,Pieter COUDYZER,Belgium,2016,19 min 54 s,Short film,"cut-outs, 3D computer",Version originale anglaise sous-titrée français,Colour,"Adults, Young adults","Geert VAN GOETHEM, S.O.I.L., Linda STERCKX","Linda STERCKX, S.O.I.L., Geert VAN GOETHEM",Pieter Coudyzer,Pieter Coudyzer,Pieter Coudyzer,Pieter Coudyzer,Pieter Coudyzer,Maya Gouby,Pieter Coudyzer,Ruben de Gheselle,Senjan Jansen,Ewin Ryckaert,"The life of a scruffy, banished homeless man is enlightened by the arrival of a very unexpected visitor.",Marc 'Moon' van Overmeir,,,,
Awards,2016,Special Prizes,Festivals Connexion Award – Région Auvergne-Rhône-Alpes / In partnership wit h L umières Numériques & Pilon Cinéma,Decorado,https://www.annecy.org/resources/images/m/20162147_3.png,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20162147,Decorado,Alberto VAZQUEZ,"Spain, France",2016,11 min 12 s,Short film,"2D computer, photocopies",Version originale espagnole sous-titrée anglais,,"Adults, Young adults","UNIKO ESTUDIO CREATIVO, Iván MINAMBRES, AUTOUR DE MINUIT","AUTOUR DE MINUIT, Nicolas SCHMERKIN",Alberto Vázquez,Alberto Vázquez,,Alberto Vázquez,,"Khris Cembe, Pamela Poltronieri, Roc Espinet, Martín Romero",Carlos Alonso,Víctor García,David Rodríguez,Iván Miñambres,"The world is a wonderful stage, but its characters are disgraceful.",Josep Ramos,,,,
Awards,2016,Special Prizes,Gan Foundation Award for Distribution,White Fang,https://www.annecy.org/resources/images/m/20168206.jpg,https://www.annecy.org/about/archives/2016/award-winners/film-index:film-20168206,White Fang,Alexandre ESPIGARES,"France, Luxembourg",,01 h 20 min,,,,Colour,,"Clément CALVET, SUPERPROD, Jérémie FAJNER, Lilian ECHE, ONCE_UPON, Christel HENON, Peter SARAF, BIG BEACH PRODUCTIONS, Marc TURTLETAUB","WILD BUNCH DISTRIBUTION, Thierry LACAZE, SC FILMS INTERNATIONAL, Simon CROWE",,,,,,,,,,,"""White Fang"" is a story of redemption: a wolf-dog involuntarily gets caught up in a spiral of violence and becomes a legend who is feared by all until a couple of humans succeed in bringing out the good nature that was hidden inside of him.",,,,,
Awards,2015,Feature films,Cristal for a Feature Film,Avril et le Monde truqué,https://www.annecy.org/resources/images/m/20152556.jpg,https://www.annecy.org/about/archives/2015/award-winners/film-index:film-20152556,Avril et le Monde truqué,"Franck EKINCI, Christian DESMARES","France, Canada, Belgium",2015,01 h 43 min 11 s,Feature film,2D computer,Version originale française sous-titrée anglais,Colour,Family,"JE SUIS BIEN CONTENT, Marc JOUSSET, STUDIOCANAL, ARTE FRANCE CINEMA, JOUROR DISTRIBUTION, TCHACK, KAIBOU PRODUCTION INC, Brice GARNIER, NEED PRODUCTIONS, Denis DELCAMPE, RTBF - RADIO TELEVISION BELGE FRANCOPHONE, PROXIMUS, WALLIMAGE","STUDIOCANAL, François CLERC, O'BROTHER DISTRIBUTION","Luciano Lepinay, Christian Desmares","Franck Ekinci, Benjamin Legrand",Tardi,"David Berthier, Benjamin Renner, Alexis Beaumont, Guillaume Leblois, Nils Robin, Davy Durand, Alexis Ducord","Guillaume Leblois, Mael Legall, Kenny Dozo","Patrick Imbert, Nicola Lemay, Nicolas Debray","Damien Gaillardon, Damien Welsch",Valentin Hadjadj,Yann Lacan,Nazim Meslem,"1941, Napoléon V is the ruler of France and scholars keep mysteriously disappearing. Without modern technology, the world runs on coal and steam. A young girl named April goes off in search of her scientist parents who vanished. Accompanied by her talking cat Darwin and a young rogue named Julius, she will brave mysteries and danger in order to discover who is capturing the scholars and why.","Marion Cotillard, Marc-André Grondin, Jean Rochefort, Philippe Katerine, Bouli Lanners, Olivier Gourmet, Macha Grenon, Benoit Brière, Anne Coesens","Armelle Prunier, Cédric Vandresse",,,
Awards,2015,Feature films,Jury Award ,Sarusuberi: Miss Hokusai,https://www.annecy.org/resources/images/m/20152549.jpg,https://www.annecy.org/about/archives/2015/award-winners/film-index:film-20152549,Sarusuberi: Miss Hokusai,Keiichi HARA,Japan,2015,01 h 30 min,Feature film,"drawing on paper, 3D computer",Version originale japonaise sous-titrée anglais,Colour,"Adults, Young adults","PRODUCTION I.G, Mitsuhisa ISHIKAWA","PRODUCTION I.G, Francesco PRANDONI, EUROZOOM, Amel LACOMBE",Hiroshi Ono,Miho Maruo,Yoshimi Itazu,Keiichi Hara,,Yoshimi Itazu,Koji Tanaka,Harumi Fuuki,Keiichi Hara,Shigeru Nishiyama,"A lively portrayal of Master Hokusai's daughter, O-Ei, a free-spirited, outspoken and very talented woman who changes with the seasons. ""We're father and daughter with two brushes and four chopsticks. I guess we can manage, one way or another.""",Anne,,,,Hinako Sugiura
Awards,2015,Feature films,Audience Award,Tout en haut du monde,https://www.annecy.org/resources/images/m/20152578.jpg,https://www.annecy.org/about/archives/2015/award-winners/film-index:film-20152578,Tout en haut du monde,Rémi CHAYÉ,"Denmark, France",2015,01 h 20 min,Feature film,2D computer,Version originale française sous-titrée anglais,Colour,Family,"SACREBLEU PRODUCTIONS, Ron DYENS, MAYBE MOVIES, Henri MAGALON, FRANCE 3 CINÉMA, 2 MINUTES, NORLUM","DIAPHANA DISTRIBUTION, Didier LACOURT",Rémi Chayé,"Claire Paoletti, Patricia Valeix, Fabrice de Costil",,"Rémi Chayé, Maïlys Vallade, Liane-Cho Han",,Studio 2 Minutes et Nørlum,,Jonathan Morali,"Régis Diebold, Mathieu Z’Graggen, Florent Lavallée",Benjamin Massoubre,"1892, Saint Petersburg. Sasha, a young Russian aristocrat, has always been fascinated by her grandfather's life. A renowned explorer, he designed a magnificent arctic ship, but he hasn't returned from his last expedition to the North Pole. To save her family's honour, Sasha runs away. Headed towards the Great North, she follows her grandfather's trail in search of his famous ship.","Christa Théret, Audrey Sablé, Rémi Caillebot, Thomas Sagols, Feodor Atkine",Patrice Suau,,,
