year,Original title,Directed by,Country,Year of production,Running time,Category,Techniques used,Version,Process,Target public,Production,Distribution,Artistic direction,Script,Graphics,Storyboard,Layout,Animation,Compositing,Music,Sound,Editing,Overview,department,Voice,Sets,Based on,Camera,Other credits,Development,Character design,Animation directors,Series creator(s),Script writer,Graphic designer
2016,Eight,Mehdi ALIBEYGI,Iran,2015,29 s,Advertising film,2D computer,Sans dialogue ni commentaire,,"Teens, Adults, Family, Young adults",Mehdi ALIBEYGI,Mehdi ALIBEYGI,Mehdi Alibeygi,Mehdi Alibeygi,Mehdi Alibeygi,Mehdi Alibeygi,Mehdi Alibeygi,Mehdi Alibeygi,Mehdi Alibeygi,Hani Rajabi,Hani Rajabi,Mehdi Alibeygi,"A casual game based on a famous football player, Ali Karimi (Asian Footballer of the Year in 2004).",Commissioned Films,,Mehdi Alibeygi,,,,,,,,,
2016,"Ez3Kiel ""L'Œil du cyclone""",Masanobu HIRAOKA,"France, Japan",2015,05 min 03 s,Music video,2D computer,Sans dialogue ni commentaire,Colour,"Teens, Adults, Kids, Family, Young adults, Preschool",Masanobu HIRAOKA,"JE REGARDE, Patrick DE CARVALHO",Masanobu Hiraoka,,Masanobu Hiraoka,Masanobu Hiraoka,,Masanobu Hiraoka,Masanobu Hiraoka,Ez3Kiel,,Masanobu Hiraoka,Welcome to the eye of the storm.,Commissioned Films,,,,,,,,,,,
2016,"FMX 2016 ""Jazz Orgie""",Irina RUBINA,Germany,2015,53 s,Advertising film,diverse techniques,Sans dialogue ni commentaire,Colour,"Adults, Young adults","Irina RUBINA, FILMAKADEMIE BADEN-WÜRTTEMBERG, Ghaith AL-ADWAN",,,,,,,"Christiane Goppert, Jessica Tegethoff, Irina Rubina","Christiane Goppert, Katharina Muske, Martin Groetzschel, Irina Rubina, Ghaith Al-Adwan, Patryk Duk",Emmanuel Hauptmann,,,"Dots, lines, planes and shapes set themselves in motion and get drawn into their own choreographic world. Within the ecstasy of touch, they engage with jazz tones into a play of colours and shapes which results in a big explosion.",Commissioned Films,,,,Anne Bolick,,,,,,,
2016,Forest 500,MOTH STUDIO,United Kingdom,2015,02 min 10 s,Advertising film,2D computer,Version originale anglaise,Colour,Adults,MOTH STUDIO,,,"Rachel Howard, Niki Mardas",,,,"Moth Collective, Marah Curran, Nishanth Sanjay, Stef Roberts",,,Skillbard,,"Forest 500 is the world's first ratings agency for rain forests. It tracks how key companies, investors and governments are performing in the race to remove deforestation from global supply chains.",Commissioned Films,Rolan Bell,,,,,,,,,,
2016,Full ANL,Joe BURRASCANO,USA,2015,02 min 25 s,Advertising film,3D computer,Sans dialogue ni commentaire,Colour,Adults,"NATHAN LOVE, Joe BURRASCANO",,Anca Risca,,,Tim Probert,Henning Koczy,"Henning Koczy, Goran Ognjanovic, Jordan Blit, Dan Barker, Tom Shek, Doug Litos","Eric Cunha, Jeff Billon, Jason Conradt, Michael Lampe, Liz Ku, Triston Huang, Jin Fang Jiang",Drew Skinner,Drew Skinner,,Something big is coming...,Commissioned Films,,"Sig Lambrento, Hubert Wozniak",,,,,,,,,
2016,"Good Books ""We Need to Talk About Alice""","Mariano FARIAS, Pablo ALFIERI",Argentina,2015,03 min 38 s,Advertising film,2D/3D computer,Version originale anglaise,Colour,"Adults, Family, Young adults","PLENTY, Ines PALMAS, Cesar MORAN MAZO",,Elda Broglio,"Jeremy Taine, Devon Wood","Germán Merlo, Mau Lencinas, Eugenia Mello, Pablo Alfieri, Carolina Carballo, Elda Broglio",Claudio Iriarte,,"Sergio Slepczuk, Hernán Estevez, Mau Lencinas, Germán Merlo, Laura Lempert, Pablo Lorenzo, Mauro Serei, Mariano Farias","Nicolás Holodovsky, Edgardo Osornio, Milena Girini, Benjamín Jagusiecsko, Matias Mastrogiano",Peter Van der Fluit,Peter Van der Fluit,Mariano Farias,"A grown-up take on the original tea time scene from ""Alice in Wonderland"". A psychedelic daydream from Alice's imagination, surrounded by the Mad Hatter and his guests.",Commissioned Films,"Brie Ana Hill, Syd Jackson, Tania Anderson, Ian Hughes, Michael Hurst","Elda Broglio, Eugenia Mello","""Alice in Wonderland"", Lewis Carrol",Mariano Farias,,,,,,,
2016,"ITFS 2015 ""Fleischwelt""",Ara JO,Germany,2015,58 s,Advertising film,2D computer,Sans dialogue ni commentaire,Colour,"Adults, Young adults","FILMAKADEMIE BADEN-WÜRTTEMBERG, Juliane WALTHER",,,,,,,,Anselm Pyta,"Chiara Strickland, Leonard Küßner",Frank Schubert,,"A girl is sitting in her room, drinking tea and thinking. Suddenly a feathered man appears in her tea cup and starts swimming around. That's because the cup is in fact not a cup, but a pool of water inside a bunch of other pools.",Commissioned Films,,,,,,,,,,,
2016,"J'ai fait la Fnac ""Nekfeu""",Hugo RAMIREZ,France,2015,30 s,Advertising film,3D computer,Version originale française,Colour,"Teens, Adults, , Family, Young adults, Preschool","EDDY, Jean-François BOURREL, Élodie JONQUILLE",,,,Hugo Ramirez,"Hugo Ramirez, Alexandre Édeline, Corentin Penloup",,"Martin Richard, Nicolas Rivoire, Johanna Huck, Luc Journot, Luca Valente",David Sapyyapy,Etienne Perovitch,"Ugly Mac Beer, Fabien Girard, Vitch",Juliette Délestaing,"This ad campaign showcases three celebrities - Nekfeu, Christophe Blain and Stéphane Lavoué - who share their own personal anecdotes of the famous French cultural retailer.",Commissioned Films,"Clemens Hourrière, Nekfeu",,,,,,,,,,
2016,"James ""To My Surprise""",Kris MERC,United Kingdom,2015,04 min 21 s,Music video,2D computer,Version originale anglaise,Colour,Adults,"Eve STRICKMAN, Dan O'ROURKE, NOT TO SCALE, Katrina LOFARO",,Kris Merc,Tim Booth,,Michael Marsicano,,"Angelica Alzona, Michael Nappi, Alex Mercado, Mitchell Zemil, Barry Bruner, Alex Krokus, Jordan Bruner, Celine Desrumaux, Genae Parks, Kris Merc, Brett Thompson, Marika Cowen, Tyler Dibiasio, Noella Borie","Lee Gingold, Jordan Bruner",,,"Kris Merc, Lee Gingold","Inspired by elements of anime, propaganda art, Diego Rivera's murals and graffiti. Loaded with imagery that reflects modern society in a hyper-real, borderline despotic way.",Commissioned Films,Tim Booth,,,,,,,,,,
2016,"La Pegatina ""Y Se Fue""",Victor HAEGELIN,France,2016,03 min 26 s,Music video,"2D computer, clay",Version originale espagnole,Colour,"Teens, Adults, Kids, Young adults","MIDI MINUIT, Stan BERTIN",,Coralli Grieu,,,,,,Germain Vaudry Ferrando,,,Margerie Argentin,"Mussels clap, a jellyfish strums, a seahorse toots its horn: let's visit life under the sea, set to a Spanish beat.",Commissioned Films,,,,,,,,,,,
2016,Landgrabbing,Lisa POZO NUNEZ,Germany,2015,02 min 37 s,"Educational, scientific or industrial film",animated objects,Version originale anglaise,Colour,"Teens, Adults, Family, Young adults","AHA! FILM GMBH, Michael SCHRANNER",,,,,,,,,,,,Explaining the process and consequences of land grabbing through an Ethiopian couple's example.,Commissioned Films,,,,,,,,,,,
2016,"Last Ex ""Girl Seizure""",Gabriel MANGOLD,USA,2015,02 min 53 s,Music video,drawing on paper,Sans dialogue ni commentaire,,Adults,"CONSTELLATION RECORDS, Gabriel MANGOLD",,,,,,,,,,,,"Imagery sourced from various places like Google, then collaged together, all executed with pen and ink on printer paper.",Commissioned Films,,,,,,,,,,,
2016,"Médecins sans frontières ""Merci""",Guillaume HOENIG,Switzerland,2015,01 min 51 s,Advertising film,animated objects,Version originale française,Colour,Adults,"LA MÉNAGERIE, Luc CAMILLI","MÉDECIN SANS FRONTIÈRE, Emma AMADO",,,,,,"David Martin, Guillaume Hoenig, Linda Yi",David Martin,,Mino Malan,,Doctors Without Borders thanks all the donators who help save the lives of men and women who are put in danger by other humans.,Commissioned Films,,,,,,,,,,,
2016,"Meteor ""Narcose""",Martin SEK,France,2015,05 min 42 s,Music video,"animated objects, special effects, diverse techniques, live action",Sans dialogue ni commentaire,Colour,"Teens, Adults, Young adults",Martin SEK,,,,,,,,,Meteor,Meteor,Martin Sek,Found porno footage remounted with a kaleidoscope.,Commissioned Films,,,,,,,,,,,
2016,"NSPCC ""Pete's Story""",Daniel BRUSON,United Kingdom,2015,01 min 16 s,Advertising film,"drawing on paper, 2D computer",Version originale anglaise,Colour,"Teens, Adults, , Young adults","LOVERS, Alex OSTROWSKI, NSPCC, Andrew HUNTER, Ally CARTER",,Daniel Bruson,Alex Ostrowski,Daniel Bruson,Daniel Bruson,,"Erik Righetti, Daniel Bruson",Daniel Bruson,,Daniel Pugsley,,"A true account of what it's like growing up as a victim of child abuse, communicating the fear, confusion and anxiety experienced by Pete at the hands of his abusive mother.",Commissioned Films,,,,,,,,,,,
2016,"Ogris Debris ""See the World""","Markus WAGNER, Martin LORENZ",Austria,2015,03 min 53 s,Music video,2D computer,Sans dialogue ni commentaire,Colour,"Teens, Adults, Young adults","AFFINE RECORDS, Jamal AFFINE",,,,,,,,,Ogris Debris,,,"Can you see the world? Somewhere between a video game and surfing the web, we fly through a world full of metaphors depicting various topics without too much finger-pointing.",Commissioned Films,,,,,,,,,,,
2016,"Otto ""The Letter""","Marie HYON, Marco SPIER","Germany, USA",2015,01 min 22 s,Advertising film,"animated objects, 3D computer",Version originale anglaise,Colour,Family,"PSYOP, Lydia HOLNESS",,,,,,,,,,,,A touching tale about human connection: an old postman sets out to fulfil a special Christmas wish.,Commissioned Films,,,,,,,,,,,
2016,Out the Monster,Einar BALDVIN,USA,2015,01 min 13 s,Advertising film,drawing on paper,Version originale anglaise,Colour,"Adults, Young adults","STRAWBERRY FROG, Courtney TRENT",,Einar Baldvin,Strawberry Frog,Einar Baldvin,Einar Baldvin,Einar Baldvin,Einar Baldvin,,Atli Arnarson,,,Promoting awareness on the accidental opioid addiction epidemic in the USA.,Commissioned Films,,,,,,,,,,,
2016,Private Parts,Anna GINSBURG,United Kingdom,2015,03 min 34 s,"Educational, scientific or industrial film","drawing on paper,  2D/3D computer, rotoscope",Version originale anglaise,Colour,"Teens, Adults, Young adults",Anna GINSBURG,,Anna Ginsburg,,,"Guy Fields, India Windsor-Clive, Jake Evans",,"Moth Collective, Peter Millard, Loup Blaster, Will Anderson, George Wheeler, Mark Prendergast, Anna Ginsburg",,,Remi Stewart,Anna Ginsburg,"Talking genitals discuss masturbation, sexuality and vaginas in this intimate documentary. A range of people share their insecurities and desires and each voice is visualised by a different animator. A collaboration of self-expression.",Commissioned Films,"Sam Mcguinness, Zoe Elston, Isobel Sanders, Alice Fernandez, Freddy Taylor, Menna Cominetti, Ellie Carlyle, Holly Dillon, Kizzy Hayday-Wellard, Ros Schwartz, Dylan Gargett, David Rodrigues Moreira, Joe Roberts, Finbar Lenahan, Tom Dowek, Danny Harris, Pia De Laborde, Kate Edwards, Luke Lazar",,,,,,,,,,
2016,Rajasthan Tourism Logo Reveal,Suresh ERIYAT,India,2015,50 s,Advertising film,"animated objects, cut-outs, clay, diverse techniques, live action, powder animation",Sans dialogue ni commentaire,Colour,Family,"STUDIO EEKSAURUS, Nilima ERIYAT",,Suresh Eriyat,Suresh Eriyat,Suresh Eriyat,Rajib Mandal,"Ranjit Mandal, Rajib Mandal","Dhimant Vyas, Rajib Mandal","Nilesh Dhore, Debojyoti Roychowdhury","Rajat Dholakia, Sameer Uddin",Arun Crasto,Tintu Philip,A sand sculpture is brought to life in celebration of the Rajasthan culture.,Commissioned Films,"Rajnigandha Shekhawat, Ananya Eriyat",Bargav Sridhar,,Srinivas Reddy,,,,,,,
2016,"Run the Jewels ""Meowpurrdy""",CYRIAK,USA,2016,03 min 06 s,Music video,"cut-outs, 2D computer",Version originale anglaise,Colour,"Teens, Adults, Young adults","ADULT SWIM,  CYRIAK",,,,,,,Cyriak,,Run the Jewels,,,"Last September, revered hip hop auteurs Run the Jewels made music history when they unleashed the world's first cat-rap album, ""Meow the Jewels"".",Commissioned Films,,,,,,,,,,,
2016,"Sasanomaly ""The Synesthesia Ghost""",Makino ATSUSHI,Japan,2015,03 min 21 s,Music video,"puppets, 2D computer, live action",Version originale japonaise,Colour,Young adults,"P.I.C.S., Hideyuki MATSUI",,Atsushi Makino,,Atsushi Makino,,,Atsushi Makino,Atsushi Makino,Sasanomaly,,Atsushi Makino,A man's appearance changes while he continually pursues the same woman.,Commissioned Films,,,,Daisuke Fujioka,,,,,,,
2016,"Shared Hope ""Waiting for You to Notice""",Vikkal PARIKH,USA,2015,01 min 55 s,Advertising film,2D computer,Version originale anglaise,Colour,Adults,"Diana MANDELARE, Jen PARIKH, ATABOY STUDIOS, Claudia GASPAR",,Vikkal Parikh,Taryn Offenbacher,,Rob Chandler,,"Jane Kim, Ridvan Maloku, Tucker Klein, Peter Ahern, Justin O'brien, Jason Rayne, Adam Vandine","Ridvan Maloku, Adam Vandine",,Weston Fonger,Jeremy Baumann,A rich and moody piece that walks the viewer through the terrifying world of sex-trafficking.,Commissioned Films,,,,,,,,,,,
2016,"Slack ""Animals""",SMITH &AMP; FOULKES,United Kingdom,2015,01 min,Advertising film,"3D computer, live action",Version originale anglaise,Colour,"Adults, Young adults","NEXUS STUDIOS, Tracey COOPER",,,,,,,,,,,,Following the creative process of a team of CGI animals as they collaborate to produce a sensational new flying umbrella.,Commissioned Films,,,,,,,,,,,
2016,Stretching the Boundaries,Kleopatra KORAI,"Greece, United Kingdom, Singapore",2015,01 min 01 s,Advertising film,"2D computer, rotoscope",Sans dialogue ni commentaire,Colour,Family,PHILBEAT,,,,,,,Kleopatra Korai,,Sport Singapore,,,"Made for the opening ceremony of the 8th ASEAN Para Games in Singapore, introducing 15 sports played at the games and celebrating the mental and physical strengths of people of all abilities.",Commissioned Films,,,,,,,,,,,
2016,"Stromae ""Carmen""",Sylvain CHOMET,United Kingdom,2015,03 min 36 s,Music video,"drawing on paper, 2D computer",Version originale française sous-titrée anglais,Colour,,"TH1NG, Ru WARNER",,Sylvain Chomet,Sylvain Chomet,,,,Neil Boyle,,Stromae,,Th1Ng,"Recognising the absurdity of human interaction and applying this to excessive, often obsessive Twitter use.",Commissioned Films,,,,,,,,,,,
2016,"Stromae ""Quand c'est ?""","Xavier REYÉ, Luc Junior TAM",Belgium,2015,03 min 16 s,Music video,2D/3D computer,Version originale française sous-titrée anglais,,"Teens, Adults, Family, Young adults","BENUTS, Michel DENIS",,Luc Junior Tam,,Benuts,,,Benuts,Benuts,Stromae,,Thomas Vanthuyne,"A man struggles against cancer, which is represented by a monster.",Commissioned Films,,,,,,,,,,,
2016,Syrie : quand l'eau vint à manquer,Joanna LURIE,France,2015,01 min,"Educational, scientific or industrial film","drawing on paper, special effects, 2D computer",Version originale française sous-titrée anglais,Colour,"Teens, Adults, Family, Young adults","MÉTAPHOR, Vincent VADUREL","FONDATION NICOLAS HULOT, Nicolas HULOT",,,,,,,,,,,"The lack of food and water forced 300,000 Syrian families to migrate to cities that were already in a state of tension. Working for climate change also means working for peace.",Commissioned Films,,,,,,,,,,,
2016,The A-Z of YouTube,"Hoku UCHIYAMA, Adam BOLT",United Kingdom,2016,02 min 44 s,Advertising film,"cut-outs,  2D/3D computer, clay",Version originale anglaise,Colour,"Teens, Adults, Kids, Family, Young adults","PARTIZAN, Alex HALLEY","PARTIZAN, Sophie JAKOBEK","Tim Partridge, Tom Pursey","Tim Partridge, Tom Pursey",,,,"James Curran, Victor Haegelin, Xavier Ren, Olly Taylor, Andy Biddle, Hugo Frassetto, Liz Scaggs, Mary Lai, Andrew Brooks, Daniel Tiller","John Malcolm Moore, Svilen Aynadzhiev, Ross Mcdowell, Paul Cheshire, Yohan Nebbout, Jean Li Lee, Abel Kohen, Luke Simpson, Kooch Chung",,Christian Curtis,Matt Dollings,"With over 75 references and 18 different animation styles, capturing some of the most memorable YouTube moments from the last decade. Developed with the creative agency Flying Object.",Commissioned Films,,Gordon Allen,,,,,,,,,
2016,The Ethical Dilemma of Self-driving Cars,Yukai DU,USA,2015,04 min 15 s,"Educational, scientific or industrial film",2D/3D computer,Version originale anglaise,Colour,"Teens, Adults, Kids, Family, Young adults, Preschool","Jessica RUBY, TED CONFERENCES, LLC, Gerta XHELO",,Yukai Du,Amy Adkins,,Yukai Du,Yukai Du,"Yukai Du, Jiaqi Wang, Kevin O'Shea",Yukai Du,Cem Misirlioglu,Cem Misirlioglu,,"An animated lesson for TED-Ed, an extension of TED Talks. Self-driving cars are already cruising the streets today. Professor Patrick Lin navigates the murky ethics of self-driving cars.",Commissioned Films,Addison Anderson,,,,,,,,,,
2016,"The New York Times ""Modern Love - A Kiss, Deferred""",MOTH STUDIO,United Kingdom,2015,03 min 46 s,Advertising film,2D computer,Version originale anglaise,Colour,Adults,Nicholas VAN DER KOLK,,,Nikolina Kulidzan,,,,"Marcus Armitage, Marie-Margaux Tsakiri-Scanatovits, Claudio  Salas, Eamonn O'Neill, Noriko Ishibe, Jonathan Djob Nkondo, Joe Bichard",,,Nicholas Van der Kolk,,"Our contribution to The New York Times' ""Modern Love"" column, based on a true story written by Nikolina Kulidzan.",Commissioned Films,Nikolina Kulidzan,,,,,,,,,,
2016,The Torturous History of the Treadmill,Yukai DU,USA,2015,04 min 10 s,"Educational, scientific or industrial film",2D computer,Version originale anglaise,Colour,"Teens, Adults, Kids, Family, Young adults, Preschool","Jessica RUBY, TED CONFERENCES, LLC, Gerta XHELO",,Yukai Du,Conor Heffernan,,Yukai Du,,"Yukai Du, Jiaqi Liu",,Cem Misirlioglu,Cem Misirlioglu,,"An animated lesson for TED-Ed, an extension of TED Talks. Conor Heffernan, the educator, details the dark and twisted history of the treadmill.",Commissioned Films,Addison Anderson,,,,,,,,,,
2016,The World of Autism,Guilherme MARCONDES,"Brazil, USA",2015,01 min,Advertising film,"animated objects, 3D computer",Version originale anglaise,Colour,"Adults, Family, Young adults","LOBO, Loic DUBOIS, Aron MATSCHULAT AGUIAR",,,,,,,,,,,,"Jacob didn't speak until he was four years old, which is how this story begins. Communicating the signs of autism, such as lack of eye contact and delayed speech, through metaphors.",Commissioned Films,,,,,,,,,,,
2016,"Triumph ""Find the One""","Tobias FUETER, Mike HUBER",Switzerland,2015,02 min,Advertising film,3D computer,Version originale anglaise,Colour,"Teens, Adults, , Family, Young adults, Preschool","EDDY, Nicolas DE ROSANBO",,,,"Tuna Bora, Audrey Respaud, Bertrand Todesco, Ivàn Gomez-Montero, Dave Neale",,Jérôme Calvet,"Barthélémy Boirot, Ferdinand Boutard, Guillaume Dhont, Guillaume Lurati, Maxime Cozic","Jean-Charles Kerninon, Lucille Vampouille, Estelle Marty, Patrice Gracia, Brune-Marie de Miscault, Yannick Castaing",Jason Robert Brown,,,"Enter the magical world of Triumph, featuring Hannah Ferguson, one of the modelling world's up-and-coming stars who has finally found the one bra with a true fit.",Commissioned Films,,Igor Chevalier,,,,,,,,,
2016,"UNHCR ""Morning Rituals""",Bruno SIMÕES,Spain,2016,45 s,Advertising film,3D computer,Version originale anglaise,Colour,Adults,Bruno SIMÕES,,Juan Jose Surace,Bruno Simoes,,Bruno Simoes,Bruno Simoes,"Bruno Simoes, Fatih Dogan",,,Bruno Oliveira,Bruno Simoes,"A family goes through their usual morning rituals, but this time there's something different about them.",Commissioned Films,Catherine Hunter,Joaquin Alme,,Bruno Simoes,,,,,,,
